,Item_Outlet_Sales,Item_Identifier,Outlet_Identifier
2291,3494.3623,FDF53,OUT018
2292,2355.8635,NCQ42,OUT035
2293,891.15955,FDF58,OUT013
2294,1087.3872,FDZ04,OUT035
2295,363.5703,FDE26,OUT019
2296,2941.2969,FDS60,OUT017
2297,2928.7275,FDV58,OUT017
2298,814.8662,FDM04,OUT045
2299,2551.9827,FDE08,OUT035
2300,2846.183,NCB43,OUT049
2301,382.04846,FDU11,OUT010
2302,247.5472,FDF22,OUT019
2303,2393.6306,FDE24,OUT013
2304,2081.174,DRJ49,OUT046
2305,5140.629,NCQ53,OUT035
2306,578.54,NCL41,OUT013
2307,1962.1796,FDR22,OUT013
2308,1497.9557,FDH04,OUT035
2309,628.07855,DRH15,OUT045
2310,747.71405,FDY40,OUT049
2311,1515.9208,NCI17,OUT035
2312,2904.2852,NCC18,OUT013
2313,5062.4707,FDY28,OUT027
2314,2590.7874,FDB45,OUT027
2315,1880.7509,NCL30,OUT018
2316,3183.475,FDM10,OUT017
2317,3241.667,FDH22,OUT027
2318,3207.6665,NCZ53,OUT017
2319,3078.0618,NCI18,OUT013
2320,3511.567,FDH14,OUT027
2321,1058.4674,FDR36,OUT027
2322,2438.025,FDW01,OUT045
2323,3103.7441,FDK02,OUT027
2324,1672.7948,FDJ02,OUT018
2325,5930.679,FDU55,OUT013
2326,2510.9001,NCV18,OUT027
2327,1845.5952,FDH14,OUT018
2328,1667.5074,FDZ37,OUT045
2329,3487.9604,FDX49,OUT049
2330,1550.3721,NCD43,OUT046
2331,1059.8888,FDZ07,OUT013
2332,2278.7642,FDK43,OUT035
2333,2603.556,FDR32,OUT018
2334,2313.8657,FDT39,OUT013
2335,2091.1338,NCV54,OUT017
2336,261.42624,FDF38,OUT018
2337,2982.0693,FDV60,OUT046
2338,4302.1675,FDH44,OUT027
2339,942.3111,FDS21,OUT046
2340,509.3117,NCL41,OUT045
2341,1430.7109,FDM46,OUT017
2342,983.6117,FDU27,OUT045
2343,4557.766,NCJ54,OUT017
2344,2422.9436,DRG51,OUT018
2345,212.74939,NCA29,OUT019
2346,3025.7095,FDR47,OUT045
2347,3195.27,NCL19,OUT027
2348,1148.1578,DRG01,OUT049
2349,899.01025,FDG10,OUT046
2350,2442.2002,NCV05,OUT049
2351,282.1744,NCH18,OUT019
2352,800.2953,FDV14,OUT018
2353,3329.054,DRJ23,OUT035
2354,2965.5432,DRJ11,OUT046
2355,3641.8047,FDZ03,OUT017
2356,-32.71539,FDI27,OUT010
2357,1182.3474,FDJ14,OUT018
2358,2021.516,FDU32,OUT017
2359,4102.148,FDD47,OUT027
2360,3874.8032,DRF36,OUT035
2361,3822.564,FDM21,OUT046
2362,497.52322,FDV10,OUT018
2363,3385.222,FDH60,OUT018
2364,464.52936,FDX47,OUT010
2365,236.46497,FDT19,OUT019
2366,5377.506,FDO11,OUT045
2367,4155.5034,FDH24,OUT027
2368,1181.9517,FDL02,OUT018
2369,3108.9297,FDB02,OUT049
2370,2619.4568,FDA43,OUT046
2371,684.6873,FDG52,OUT045
2372,2584.6394,DRC12,OUT013
2373,1934.6006,FDY37,OUT018
2374,2171.7979,NCU18,OUT045
2375,1143.7885,FDU09,OUT035
2376,1531.1224,DRJ25,OUT027
2377,1386.0796,DRE12,OUT018
2378,2056.5234,DRL47,OUT017
2379,1599.0284,DRK01,OUT046
2380,396.8404,FDC22,OUT019
2381,1123.0308,FDG44,OUT013
2382,2249.723,FDW04,OUT035
2383,4204.0786,FDK09,OUT049
2384,2442.7146,NCN43,OUT035
2385,2488.7952,FDG04,OUT049
2386,261.27936,FDH32,OUT010
2387,2702.5286,DRI47,OUT017
2388,1079.5671,DRE15,OUT013
2389,1167.7827,FDY11,OUT035
2390,626.07355,FDO60,OUT049
2391,356.89517,FDQ20,OUT018
2392,3520.4866,FDO57,OUT027
2393,306.00836,FDT14,OUT019
2394,683.5779,FDA57,OUT049
2395,819.30756,DRN35,OUT017
2396,753.9988,FDJ03,OUT046
2397,1720.5171,FDX28,OUT017
2398,1428.662,DRE25,OUT045
2399,3216.8904,FDR09,OUT046
2400,3372.931,FDB23,OUT035
2401,2446.1704,FDO08,OUT045
2402,1752.4498,FDQ23,OUT049
2403,1940.2534,FDW04,OUT013
2404,538.44604,DRK13,OUT010
2405,3127.0854,NCL17,OUT027
2406,4360.4717,FDY21,OUT035
2407,4353.6885,FDJ38,OUT027
2408,330.183,FDA37,OUT019
2409,648.80066,FDV43,OUT013
2410,1620.8793,FDL36,OUT046
2411,532.359,FDD53,OUT045
2412,175.91145,FDZ19,OUT010
2413,1993.2961,FDV21,OUT045
2414,2607.4888,NCL54,OUT018
2415,3964.179,DRI47,OUT027
2416,2750.6145,DRG03,OUT049
2417,2553.273,FDG21,OUT013
2418,1619.3444,FDW03,OUT018
2419,2212.2898,NCI55,OUT046
2420,581.9219,DRC36,OUT019
2421,2025.204,FDH22,OUT017
2422,2360.931,FDV20,OUT045
2423,4972.085,NCU41,OUT027
2424,2769.196,FDN46,OUT027
2425,2911.2278,FDK50,OUT045
2426,3409.6792,NCA05,OUT027
2427,2947.5642,DRH01,OUT018
2428,2141.3762,FDT08,OUT018
2429,2808.0432,FDM08,OUT018
2430,1110.9447,FDZ07,OUT035
2431,777.5242,FDS22,OUT017
2432,3735.005,FDV35,OUT027
2433,131.55023,FDI28,OUT010
2434,2324.104,FDW58,OUT027
2435,3706.7336,FDT52,OUT045
2436,2536.4736,FDY34,OUT046
2437,2767.9277,FDR10,OUT046
2438,1999.9774,FDK57,OUT017
2439,2573.4106,FDR02,OUT027
2440,4681.3896,FDX49,OUT046
2441,586.9022,FDQ20,OUT046
2442,3812.9343,DRK23,OUT045
2443,3052.3867,NCW06,OUT046
2444,2472.4597,FDR31,OUT017
2445,2832.6382,NCE43,OUT013
2446,2246.7913,DRO59,OUT027
2447,4068.3264,FDN09,OUT049
2448,2488.8193,FDR11,OUT046
2449,3457.752,FDO57,OUT013
2450,4193.4077,NCX18,OUT017
2451,1860.4846,FDB05,OUT018
2452,309.4406,FDQ08,OUT018
2453,1880.4358,NCG43,OUT035
2454,1920.3401,FDJ56,OUT013
2455,-53.24517,FDA13,OUT010
2456,2046.891,FDO56,OUT017
2457,3574.6667,FDB37,OUT018
2458,1081.9006,FDZ02,OUT018
2459,4512.329,FDQ24,OUT046
2460,1127.2148,FDM16,OUT013
2461,2019.363,FDU35,OUT049
2462,3311.4404,FDT35,OUT035
2463,3968.3132,NCX30,OUT049
2464,3293.6492,FDG04,OUT017
2465,1378.6711,FDI12,OUT035
2466,1113.8094,FDE35,OUT035
2467,2618.552,NCP14,OUT027
2468,1663.2898,NCY53,OUT045
2469,939.394,FDP49,OUT017
2470,715.4934,FDQ04,OUT017
2471,2816.1533,FDM39,OUT035
2472,355.34265,FDO58,OUT019
2473,2810.6458,FDC56,OUT017
2474,3344.8992,NCQ54,OUT046
2475,1564.6206,FDV10,OUT027
2476,617.9271,NCK17,OUT046
2477,972.25854,NCF55,OUT027
2478,4093.172,FDV33,OUT013
2479,262.62128,NCH29,OUT019
2480,3444.1077,FDA37,OUT027
2481,1404.4656,FDH46,OUT018
2482,1926.2743,FDS25,OUT035
2483,2504.2798,FDH04,OUT027
2484,3201.2249,FDX52,OUT046
2485,671.6071,NCD42,OUT017
2486,2202.5583,FDW47,OUT017
2487,2842.0027,FDL25,OUT027
2488,183.45735,NCJ06,OUT010
2489,3455.565,FDY09,OUT013
2490,578.3567,FDS40,OUT046
2491,2907.5596,FDH41,OUT017
2492,1499.9403,FDG38,OUT035
2493,5328.7207,FDU03,OUT027
2494,2045.5278,FDV20,OUT046
2495,2363.452,DRB13,OUT045
2496,2148.62,NCQ30,OUT013
2497,3312.6245,NCH06,OUT013
2498,1465.8407,FDU50,OUT018
2499,337.34238,NCO42,OUT019
2500,474.62405,FDW09,OUT018
2501,1280.945,FDH04,OUT013
2502,1479.0374,FDC21,OUT045
2503,704.16345,FDL21,OUT049
2504,-128.46869,FDM46,OUT010
2505,223.25316,FDT22,OUT019
2506,2440.7893,FDB28,OUT035
2507,1250.8291,FDI12,OUT018
2508,2076.7222,FDA28,OUT045
2509,2228.916,FDF59,OUT013
2510,3603.5251,FDM45,OUT027
2511,1482.9265,FDQ56,OUT017
2512,2444.7695,FDR46,OUT049
2513,3119.8574,FDT01,OUT013
2514,2139.5623,FDD16,OUT027
2515,342.7823,NCU30,OUT010
2516,358.8065,FDM40,OUT010
2517,1488.6244,FDI56,OUT035
2518,2022.2172,NCS30,OUT013
2519,1741.8823,FDU08,OUT017
2520,5620.0825,FDX51,OUT027
2521,2729.5574,FDA43,OUT045
2522,-41.996292,FDX59,OUT010
2523,1502.062,FDC37,OUT018
2524,2845.3342,FDP58,OUT013
2525,2161.2178,NCY42,OUT035
2526,2316.9905,FDF21,OUT018
2527,1050.0812,FDU10,OUT027
2528,2095.3628,DRL47,OUT018
2529,2884.559,FDA58,OUT018
2530,3068.3523,FDJ22,OUT049
2531,2455.8804,FDK50,OUT046
2532,1425.4187,FDO38,OUT035
2533,3992.731,DRF60,OUT035
2534,594.926,NCZ42,OUT019
2535,2038.83,FDD35,OUT049
2536,1458.1799,FDL25,OUT045
2537,1111.813,FDJ16,OUT013
2538,2788.024,DRK59,OUT049
2539,4723.0723,FDI50,OUT046
2540,1341.6702,NCB19,OUT045
2541,1011.3901,DRI37,OUT035
2542,3549.3994,FDA14,OUT027
2543,3312.7883,FDC08,OUT018
2544,2658.596,FDS45,OUT046
2545,894.2295,FDI21,OUT049
2546,2753.641,DRJ47,OUT035
2547,4676.9736,DRE37,OUT027
2548,2682.8418,FDT55,OUT018
2549,3958.4714,NCG42,OUT027
2550,3214.191,FDA31,OUT049
2551,3954.2083,NCW42,OUT046
2552,3127.69,FDF50,OUT017
2553,3832.7766,FDK56,OUT049
2554,446.55807,FDX10,OUT035
2555,4013.3467,NCK07,OUT027
2556,3674.3623,FDZ49,OUT017
2557,1873.1599,FDR33,OUT013
2558,1503.8341,FDO44,OUT018
2559,3182.3843,FDA20,OUT046
2560,2097.1565,NCL30,OUT045
2561,249.27997,FDI05,OUT019
2562,3228.4492,FDQ12,OUT018
2563,1684.0793,FDH47,OUT017
2564,2853.0935,FDH34,OUT018
2565,2267.813,FDF29,OUT046
2566,412.08704,FDG40,OUT018
2567,5746.5645,NCE18,OUT017
2568,643.738,FDP21,OUT010
2569,1624.3679,FDY50,OUT013
2570,1597.7125,FDB36,OUT049
2571,2130.8904,NCZ29,OUT049
2572,1475.667,FDU20,OUT018
2573,1730.0336,FDO56,OUT013
2574,2526.6165,FDW31,OUT049
2575,860.9574,DRH59,OUT013
2576,3196.8186,NCB30,OUT017
2577,3509.1118,FDK43,OUT027
2578,4536.5156,FDW43,OUT045
2579,2439.6643,NCL19,OUT017
2580,1643.8304,FDJ27,OUT046
2581,2037.666,FDC45,OUT046
2582,722.8809,FDY40,OUT035
2583,1317.3793,NCM41,OUT035
2584,378.95465,NCK18,OUT019
2585,2211.1467,FDP37,OUT049
2586,4882.466,FDA27,OUT027
2587,4148.842,NCX30,OUT035
2588,4609.993,FDR09,OUT017
2589,4487.7266,FDG08,OUT027
2590,1936.7847,NCU30,OUT013
2591,1281.9847,FDB16,OUT017
2592,1351.0394,FDM16,OUT017
2593,1422.1172,FDC48,OUT013
2594,2827.5532,NCF18,OUT046
2595,1305.8267,FDU46,OUT018
2596,2431.2488,FDH41,OUT018
2597,558.09656,NCN42,OUT010
2598,1497.7788,FDU49,OUT046
2599,2312.6812,FDB20,OUT027
2600,310.81375,FDG50,OUT019
2601,1833.348,FDW20,OUT045
2602,1871.218,NCO55,OUT049
2603,2566.7107,FDX48,OUT046
2604,1929.0906,FDU48,OUT046
2605,312.21088,FDR48,OUT019
2606,2073.4148,FDK27,OUT013
2607,2472.035,FDT35,OUT013
2608,1983.1094,FDN12,OUT049
2609,90.41871,NCE31,OUT019
2610,652.8168,FDL21,OUT017
2611,1723.7823,FDV56,OUT017
2612,3388.7837,FDR16,OUT017
2613,1654.275,NCP41,OUT049
2614,1764.1459,FDJ27,OUT013
2615,2099.0613,FDA07,OUT017
2616,1522.9708,FDK55,OUT049
2617,3689.2273,FDM33,OUT049
2618,2692.7808,FDY46,OUT046
2619,1935.1143,FDD36,OUT046
2620,2425.2788,FDB12,OUT027
2621,501.00977,FDF28,OUT019
2622,100.84316,NCE07,OUT019
2623,3950.2856,FDW50,OUT027
2624,4026.4456,NCW18,OUT017
2625,237.79204,NCJ17,OUT019
2626,272.22055,DRZ24,OUT010
2627,2066.476,FDS07,OUT035
2628,342.46762,NCW05,OUT010
2629,1161.7513,FDZ22,OUT018
2630,1931.7937,FDK02,OUT046
2631,5227.2417,FDZ45,OUT027
2632,1423.6934,FDL25,OUT046
2633,1913.7228,FDS08,OUT045
2634,7195.3926,NCZ42,OUT027
2635,1700.586,FDX57,OUT035
2636,3418.8782,FDF21,OUT046
2637,1228.0974,FDJ56,OUT018
2638,511.8164,FDX10,OUT013
2639,2299.7993,DRG48,OUT035
2640,2694.204,DRN37,OUT046
2641,526.76605,NCY41,OUT018
2642,1582.3855,FDN28,OUT045
2643,2702.4507,FDE34,OUT045
2644,2798.066,FDR10,OUT045
2645,1372.0035,FDC32,OUT017
2646,2754.76,DRG13,OUT046
2647,1387.7008,FDP59,OUT049
2648,-102.57971,NCT53,OUT010
2649,4947.096,FDL57,OUT027
2650,438.77835,FDN32,OUT010
2651,3581.3767,FDK09,OUT018
2652,200.90184,FDA52,OUT010
2653,2944.1619,FDC57,OUT049
2654,4142.391,FDI09,OUT035
2655,2683.9033,NCB07,OUT046
2656,1791.514,FDP26,OUT035
2657,3465.631,FDP40,OUT027
2658,2277.501,FDL15,OUT013
2659,1675.2712,FDV07,OUT046
2660,1218.514,FDS03,OUT017
2661,3327.674,FDE50,OUT049
2662,1267.01,FDQ15,OUT017
2663,497.11957,FDQ33,OUT010
2664,1094.3267,FDT22,OUT013
2665,2089.8645,DRO35,OUT035
2666,4042.4858,FDJ41,OUT049
2667,2298.4587,FDQ27,OUT035
2668,1750.8828,FDC26,OUT017
2669,3735.5417,NCF43,OUT027
2670,2729.6616,NCR50,OUT035
2671,1820.0879,FDE39,OUT018
2672,1119.4054,FDN49,OUT027
2673,1697.1508,DRG11,OUT035
2674,1542.1616,NCA18,OUT049
2675,1726.3921,FDM36,OUT018
2676,1356.0721,FDW32,OUT017
2677,211.21301,NCQ18,OUT010
2678,2685.8552,FDX14,OUT027
2679,2047.2999,FDD46,OUT017
2680,322.81067,FDI34,OUT019
2681,1335.1716,NCJ17,OUT035
2682,2463.1687,FDB52,OUT035
2683,2222.2163,FDV55,OUT018
2684,3037.3623,FDC57,OUT046
2685,1920.8505,FDB29,OUT046
2686,1932.0465,NCO43,OUT035
2687,947.8197,FDG44,OUT045
2688,1743.1045,FDJ34,OUT045
2689,1285.9321,FDH40,OUT049
2690,3311.0925,NCD07,OUT027
2691,763.74713,FDB41,OUT017
2692,1426.3744,FDH47,OUT018
2693,4907.4795,DRK37,OUT035
2694,309.162,FDM25,OUT019
2695,3168.203,NCX06,OUT045
2696,2195.9348,NCS05,OUT017
2697,1892.3795,FDS39,OUT045
2698,5657.397,FDC47,OUT027
2699,2849.653,FDG20,OUT013
2700,1630.2842,DRL23,OUT017
2701,2973.0664,FDY33,OUT013
2702,3967.8154,NCH18,OUT045
2703,2409.4111,FDX47,OUT035
2704,2549.4087,NCB06,OUT045
2705,848.78613,FDP36,OUT049
2706,2377.1472,FDW44,OUT018
2707,2603.5225,NCU41,OUT018
2708,1601.3365,NCS17,OUT046
2709,2587.2898,FDD46,OUT035
2710,2534.7537,FDE45,OUT017
2711,3714.9263,FDI09,OUT017
2712,481.79657,NCJ54,OUT010
2713,2648.868,NCA29,OUT018
2714,3518.2498,NCN41,OUT027
2715,2739.407,FDY34,OUT035
2716,1988.6259,NCG55,OUT035
2717,790.2003,DRM49,OUT046
2718,1897.1066,NCB42,OUT049
2719,1857.621,FDE58,OUT045
2720,934.1996,DRJ25,OUT013
2721,187.21161,FDS47,OUT010
2722,4539.6797,FDY21,OUT049
2723,1643.2821,NCI54,OUT013
2724,2723.9146,FDO24,OUT017
2725,2826.5513,FDY43,OUT035
2726,1713.9462,FDF35,OUT018
2727,223.25316,NCP29,OUT019
2728,2586.226,FDN28,OUT027
2729,573.0846,FDJ50,OUT018
2730,3606.7686,FDQ14,OUT027
2731,1901.4805,FDC37,OUT035
2732,1733.785,FDN08,OUT046
2733,2539.011,FDD04,OUT035
2734,2733.2234,FDW34,OUT018
2735,1087.8567,FDP04,OUT017
2736,2998.336,NCG07,OUT017
2737,2831.9697,NCN14,OUT018
2738,881.04285,FDJ16,OUT045
2739,1648.7449,NCM42,OUT045
2740,722.6419,NCF19,OUT046
2741,3989.6382,FDY21,OUT018
2742,2235.52,FDY19,OUT035
2743,2453.1743,FDV09,OUT045
2744,2057.7244,FDA28,OUT013
2745,1922.1963,FDC38,OUT018
2746,3771.557,FDL28,OUT045
2747,3465.1292,NCH43,OUT049
2748,487.553,NCN53,OUT045
2749,1765.622,NCW05,OUT017
2750,2247.6106,NCO30,OUT018
2751,83.42748,FDT04,OUT019
2752,2671.3772,FDB27,OUT018
2753,2632.589,NCK07,OUT013
2754,803.3921,NCA53,OUT013
2755,2507.0696,FDB33,OUT018
2756,1395.4384,FDU37,OUT017
2757,1859.3452,FDR13,OUT035
2758,2900.831,FDE45,OUT049
2759,2915.777,FDV37,OUT017
2760,353.66107,FDX44,OUT019
2761,4217.589,NCL06,OUT017
2762,3007.935,FDJ28,OUT045
2763,4015.3164,FDX55,OUT049
2764,444.8153,NCK17,OUT018
2765,1109.1929,FDH52,OUT035
2766,2715.8806,FDN13,OUT027
2767,2455.4915,FDK44,OUT018
2768,1257.9764,FDU16,OUT046
2769,1116.3907,FDZ07,OUT017
2770,4166.5767,NCN06,OUT027
2771,44.33974,FDH02,OUT010
2772,4486.9326,NCW18,OUT045
2773,2076.0198,FDH57,OUT013
2774,2590.263,FDV35,OUT045
2775,2518.0427,NCU29,OUT013
2776,921.4945,NCP02,OUT046
2777,2794.6907,FDN44,OUT013
2778,457.00092,FDX03,OUT018
2779,418.30225,FDR11,OUT010
2780,2748.598,FDA36,OUT046
2781,5591.635,FDP58,OUT027
2782,1539.3771,FDH31,OUT045
2783,2993.287,FDH34,OUT035
2784,3053.8606,FDS13,OUT035
2785,3575.808,FDT01,OUT018
2786,2996.798,FDY09,OUT049
2787,4998.0635,FDV33,OUT027
2788,184.94574,NCW29,OUT010
2789,1601.1636,NCN17,OUT045
2790,1784.6564,FDX01,OUT046
2791,3523.8572,FDL03,OUT049
2792,924.54694,DRL59,OUT049
2793,5315.1665,DRM11,OUT027
2794,2850.6475,FDA43,OUT049
2795,161.86035,FDZ56,OUT010
2796,1170.3356,FDI44,OUT018
2797,1217.3983,FDB50,OUT013
2798,85.32936,FDU15,OUT019
2799,187.0873,NCJ19,OUT019
2800,1854.6271,FDD48,OUT013
2801,4297.5415,NCW42,OUT035
2802,3147.4976,FDL24,OUT017
2803,2974.3408,NCB30,OUT013
2804,2817.415,FDK25,OUT013
2805,3126.747,FDW28,OUT049
2806,3157.7195,FDD47,OUT017
2807,279.90787,FDK16,OUT019
2808,1343.5201,FDW37,OUT046
2809,4520.883,FDA48,OUT035
2810,2508.6672,FDA14,OUT017
2811,1408.0576,FDV15,OUT013
2812,3462.2273,FDN22,OUT049
2813,595.48535,NCD55,OUT045
2814,2791.0632,FDY43,OUT013
2815,1067.8658,NCU05,OUT017
2816,2154.0947,FDF10,OUT035
2817,4273.635,FDR39,OUT018
2818,571.92505,FDG40,OUT013
2819,239.81041,FDZ28,OUT019
2820,1550.2028,FDE02,OUT045
2821,3189.0898,FDU60,OUT049
2822,2857.5671,FDM21,OUT013
2823,306.00836,FDV52,OUT019
2824,2952.868,NCW06,OUT013
2825,4044.2056,FDX36,OUT035
2826,4078.443,FDT35,OUT027
2827,285.80087,NCL19,OUT010
2828,2755.9077,NCD31,OUT046
2829,392.52246,FDE53,OUT019
2830,365.65872,FDW58,OUT019
2831,1955.5162,DRF48,OUT046
2832,2756.4546,FDW57,OUT035
2833,1538.1669,DRH13,OUT017
2834,2353.3777,FDT33,OUT013
2835,5381.334,DRK47,OUT027
2836,103.01787,FDY22,OUT010
2837,389.29843,FDC35,OUT019
2838,4189.6963,FDO03,OUT013
2839,1235.1986,FDF24,OUT045
2840,2868.846,FDF56,OUT018
2841,878.6188,FDD28,OUT013
2842,3717.2307,FDG53,OUT027
2843,280.6503,FDO27,OUT019
2844,2449.2866,NCF54,OUT018
2845,1644.913,FDC20,OUT027
2846,723.51056,FDU10,OUT046
2847,2323.3145,DRA24,OUT018
2848,490.80405,FDA02,OUT010
2849,858.1905,FDG10,OUT017
2850,239.50089,FDW39,OUT010
2851,201.85799,FDP04,OUT019
2852,4142.687,NCM55,OUT013
2853,5754.8706,FDG47,OUT045
2854,3155.215,NCU41,OUT017
2855,820.3921,NCK31,OUT017
2856,1698.6843,FDZ46,OUT045
2857,3408.5703,FDU13,OUT027
2858,650.2407,NCF19,OUT045
2859,3104.9502,NCJ43,OUT013
2860,2048.362,NCJ05,OUT045
2861,3137.7031,FDS04,OUT027
2862,107.252975,FDX28,OUT010
2863,1181.8732,FDB41,OUT027
2864,2141.3784,FDG53,OUT046
2865,99.36091,FDL15,OUT010
2866,902.9469,FDQ08,OUT049
2867,1413.9888,DRN36,OUT013
2868,4860.0166,FDI46,OUT013
2869,5340.888,FDG16,OUT027
2870,978.13275,FDV32,OUT013
2871,428.25757,FDF44,OUT010
2872,710.349,FDK04,OUT018
2873,3182.2864,NCA41,OUT013
2874,668.5522,FDD51,OUT017
2875,2891.1077,NCZ53,OUT045
2876,3621.2534,FDP01,OUT027
2877,3423.7375,FDY25,OUT049
2878,2804.9521,FDB17,OUT018
2879,1659.8707,NCV54,OUT018
2880,1124.5138,FDJ32,OUT017
2881,1690.6538,FDA37,OUT049
2882,3339.0066,FDG35,OUT035
2883,3175.7217,NCM05,OUT018
2884,3974.8372,FDG45,OUT046
2885,581.2126,FDH28,OUT013
2886,3632.4243,NCE18,OUT049
2887,1836.4823,FDH38,OUT045
2888,3093.232,FDR56,OUT013
2889,2300.3364,FDH17,OUT027
2890,3881.3625,FDD39,OUT049
2891,803.671,FDB41,OUT049
2892,3508.0408,NCR53,OUT046
2893,963.1854,FDX46,OUT017
2894,633.25024,FDV28,OUT049
2895,1591.1855,FDA08,OUT018
2896,710.65295,FDH45,OUT017
2897,402.4324,NCS38,OUT010
2898,794.7846,FDD40,OUT010
2899,2650.6218,DRM59,OUT035
2900,2728.759,NCJ43,OUT018
2901,817.91797,NCN29,OUT013
2902,3640.9297,NCC19,OUT045
2903,3219.9624,FDR56,OUT035
2904,3808.5957,FDZ43,OUT049
2905,199.78354,FDJ32,OUT010
2906,1524.19,DRH03,OUT017
2907,2906.0127,NCZ54,OUT035
2908,2257.2283,FDE26,OUT017
2909,1060.5974,FDS03,OUT045
2910,344.57382,DRZ24,OUT019
2911,5104.787,FDO48,OUT027
2912,2918.6313,FDW39,OUT049
2913,884.93256,NCK05,OUT049
2914,4404.3096,NCK30,OUT017
2915,3740.8652,FDT27,OUT018
2916,241.26126,FDS08,OUT019
2917,810.0897,NCJ19,OUT049
2918,707.155,FDC58,OUT045
2919,2898.4683,DRE37,OUT013
2920,3428.736,FDW02,OUT035
2921,356.5519,FDJ02,OUT010
2922,3008.3213,FDX09,OUT045
2923,788.7584,FDT31,OUT010
2924,3538.0872,FDI24,OUT049
2925,2831.4116,FDY09,OUT045
2926,630.37823,FDV28,OUT045
2927,3766.5176,DRM47,OUT049
2928,376.38168,FDT52,OUT019
2929,421.67227,FDI48,OUT018
2930,4985.8096,FDY55,OUT017
2931,1657.3671,FDU48,OUT013
2932,772.06775,FDN25,OUT045
2933,1708.7765,FDP20,OUT049
2934,4015.1816,FDJ15,OUT013
2935,1996.322,FDD04,OUT018
2936,4171.732,FDY58,OUT045
2937,2487.4456,FDR37,OUT018
2938,1891.0708,FDF44,OUT013
2939,1151.6404,FDD32,OUT045
2940,1798.8824,FDR57,OUT017
2941,1781.3362,DRG39,OUT027
2942,2750.1113,FDX15,OUT017
2943,2432.6616,DRN37,OUT045
2944,4172.6206,FDW40,OUT027
2945,1433.063,FDB32,OUT049
2946,1776.872,FDM40,OUT018
2947,3165.9097,FDE39,OUT027
2948,1230.8037,DRH49,OUT017
2949,830.74225,FDT46,OUT049
2950,3121.0679,NCF06,OUT035
2951,3611.9316,FDP07,OUT017
2952,4405.38,FDC04,OUT013
2953,1620.9205,FDZ32,OUT017
2954,2508.1055,FDD50,OUT045
2955,3125.545,FDU56,OUT017
2956,1172.4426,FDV34,OUT017
2957,681.6155,NCY41,OUT013
2958,2351.7793,NCK18,OUT046
2959,980.31976,DRH25,OUT049
2960,3681.5676,FDT57,OUT046
2961,1159.286,FDV56,OUT018
2962,1648.51,FDV12,OUT045
2963,1371.5365,FDN52,OUT017
2964,896.69904,FDX38,OUT035
2965,1793.2087,FDE47,OUT018
2966,3644.7104,NCO07,OUT013
2967,3715.2874,FDV09,OUT027
2968,519.98865,FDZ23,OUT019
2969,1114.0059,DRH51,OUT018
2970,2932.4873,NCY54,OUT045
2971,5312.404,DRG49,OUT013
2972,4022.7627,NCC19,OUT049
2973,5062.076,NCV53,OUT045
2974,16.184431,FDZ47,OUT019
2975,1509.7509,NCO26,OUT018
2976,905.65814,NCP02,OUT045
2977,3225.6875,NCW30,OUT018
2978,4319.351,NCN55,OUT046
2979,67.641235,FDB20,OUT010
2980,2524.7422,DRL11,OUT013
2981,3201.8262,DRD60,OUT045
2982,145.49057,FDW14,OUT010
2983,100.7168,FDL27,OUT010
2984,817.8797,FDU09,OUT018
2985,2108.0862,DRH36,OUT027
2986,3788.4583,FDP34,OUT027
2987,2705.5515,FDE04,OUT017
2988,3497.2305,FDZ57,OUT027
2989,295.42917,FDF02,OUT010
2990,3826.9377,FDG28,OUT045
2991,650.02484,NCI31,OUT046
2992,713.2558,FDT43,OUT013
2993,2055.2637,FDU20,OUT046
2994,661.2315,FDD53,OUT013
2995,2528.9607,FDW15,OUT045
2996,2496.3608,NCT53,OUT045
2997,2895.3113,NCG55,OUT027
2998,2053.8115,FDD48,OUT035
2999,3407.6619,FDG47,OUT049
3000,1004.63464,FDI21,OUT017
3001,3296.6042,FDT27,OUT017
3002,2049.464,DRO35,OUT013
3003,4413.051,FDD33,OUT017
3004,4393.341,FDC04,OUT035
3005,2587.011,FDY34,OUT013
3006,2143.3096,DRJ49,OUT049
3007,2483.7947,FDE05,OUT049
3008,3553.3098,FDU31,OUT017
3009,4670.046,NCN19,OUT027
3010,5806.7515,FDK56,OUT027
3011,1732.235,FDK58,OUT017
3012,2054.4404,NCJ42,OUT035
3013,5924.3755,FDZ34,OUT027
3014,3015.8743,FDA52,OUT018
3015,139.29132,NCR29,OUT013
3016,3709.344,FDT48,OUT035
3017,873.78046,DRJ51,OUT019
3018,2912.9097,NCS54,OUT046
3019,2462.9092,FDV01,OUT035
3020,4497.4053,DRG51,OUT027
3021,2300.6687,NCG42,OUT013
3022,2065.652,FDA51,OUT049
3023,308.59604,FDV19,OUT010
3024,3368.4495,NCT18,OUT045
3025,2947.1528,NCS41,OUT045
3026,3999.7852,FDO03,OUT046
3027,180.62456,FDL12,OUT010
3028,268.66516,FDY37,OUT010
3029,1626.5236,FDI58,OUT049
3030,1976.92,FDT28,OUT018
3031,351.4558,NCC42,OUT010
3032,1964.854,FDO01,OUT017
3033,2354.4875,FDJ02,OUT013
3034,419.9598,FDQ04,OUT018
3035,2060.2332,DRL47,OUT013
3036,1420.4329,FDZ32,OUT035
3037,2825.9382,FDC35,OUT035
